 area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,sqft_per_bhk
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,1200,2.0,1.0,70.0,2.0,1200.0,5833.333333333333,600.0
Plot  Area,Ready To Move,TC Palaya,1 Bedroom,1350,1.0,0.0,55.0,1.0,1350.0,4074.074074074074,1350.0
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,900,2.0,0.0,55.0,2.0,900.0,6111.111111111111,450.0
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,900,2.0,0.0,55.0,2.0,900.0,6111.111111111111,450.0
Built-up  Area,Ready To Move,TC Palaya,2 BHK,1082,2.0,2.0,64.0,2.0,1082.0,5914.972273567468,541.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1995,3.0,1.0,100.0,3.0,1995.0,5012.5313283208025,665.0
Plot  Area,18-Apr,TC Palaya,3 Bedroom,1200,2.0,0.0,66.0,3.0,1200.0,5500.0,400.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1200,2.0,0.0,66.0,3.0,1200.0,5500.0,400.0
Super built-up  Area,Ready To Move,TC Palaya,2 BHK,1152,2.0,2.0,55.0,2.0,1152.0,4774.305555555556,576.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1200,2.0,0.0,66.0,3.0,1200.0,5500.0,400.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1200,2.0,0.0,66.0,3.0,1200.0,5500.0,400.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1200,2.0,0.0,66.0,3.0,1200.0,5500.0,400.0
Super built-up  Area,Ready To Move,Tala Cauvery Layout,3 BHK,1580,3.0,3.0,100.0,3.0,1580.0,6329.113924050633,526.6666666666666
Built-up  Area,Ready To Move,Tala Cauvery Layout,2 BHK,1030,2.0,3.0,61.0,2.0,1030.0,5922.330097087379,515.0
Built-up  Area,Ready To Move,Tala Cauvery Layout,2 BHK,1340,2.0,3.0,77.0,2.0,1340.0,5746.268656716418,670.0
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,1868,3.0,2.0,131.0,3.0,1868.0,7012.847965738758,622.6666666666666
Super built-up  Area,18-May,Talaghattapura,3 BHK,1804 - 2273,3.0,0.0,120.0,3.0,2038.5,5886.681383370125,679.5
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,2106,3.0,2.0,126.0,3.0,2106.0,5982.9059829059825,702.0
Super built-up  Area,21-Mar,Talaghattapura,3 BHK,1868,3.0,1.0,121.0,3.0,1868.0,6477.516059957174,622.6666666666666
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,2106,3.0,2.0,126.0,3.0,2106.0,5982.9059829059825,702.0
Super built-up  Area,21-Feb,Talaghattapura,3 BHK,1868,3.0,1.0,135.0,3.0,1868.0,7226.980728051391,622.6666666666666
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,1856,3.0,2.0,135.0,3.0,1856.0,7273.706896551724,618.6666666666666
Super built-up  Area,21-Mar,Talaghattapura,3 BHK,1868,3.0,1.0,120.0,3.0,1868.0,6423.982869379015,622.6666666666666
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,1804,3.0,1.0,115.0,3.0,1804.0,6374.7228381374725,601.3333333333334
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,1856,3.0,2.0,135.0,3.0,1856.0,7273.706896551724,618.6666666666666
Super built-up  Area,21-Feb,Talaghattapura,3 BHK,2254,3.0,2.0,153.0,3.0,2254.0,6787.93256433008,751.3333333333334
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2106,3.0,3.0,148.0,3.0,2106.0,7027.540360873694,702.0
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,1856,3.0,2.0,135.0,3.0,1856.0,7273.706896551724,618.6666666666666
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2273,3.0,3.0,159.0,3.0,2273.0,6995.160580730312,757.6666666666666
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2099,3.0,3.0,147.0,3.0,2099.0,7003.334921391139,699.6666666666666
Built-up  Area,Ready To Move,Talaghattapura,2 BHK,1100,2.0,0.0,50.0,2.0,1100.0,4545.454545454545,550.0
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,1100,2.0,1.0,49.49,2.0,1100.0,4499.090909090909,550.0
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,1575,3.0,2.0,80.0,3.0,1575.0,5079.3650793650795,525.0
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2273,3.0,2.0,145.0,3.0,2273.0,6379.234491860977,757.6666666666666
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,1175,2.0,2.0,62.0,2.0,1175.0,5276.595744680851,587.5
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,1804,3.0,2.0,127.0,3.0,1804.0,7039.911308203991,601.3333333333334
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,1062,2.0,1.0,42.48,2.0,1062.0,4000.0,531.0
Super built-up  Area,18-May,Talaghattapura,3 BHK,1804 - 2273,3.0,0.0,122.0,3.0,2038.5,5984.792739759627,679.5
Built-up  Area,18-Dec,Talaghattapura,3 Bedroom,1800,3.0,1.0,84.0,3.0,1800.0,4666.666666666667,600.0
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2265,3.0,3.0,159.0,3.0,2265.0,7019.867549668874,755.0
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2099,3.0,2.0,134.0,3.0,2099.0,6383.992377322535,699.6666666666666
Super built-up  Area,Ready To Move,Tasker Town,2 BHK,950,2.0,1.0,60.0,2.0,950.0,6315.789473684211,475.0
Super built-up  Area,Ready To Move,Tasker Town,2 BHK,930,1.0,1.0,55.0,2.0,930.0,5913.978494623656,465.0
Built-up  Area,Ready To Move,Tata Nagar,3 BHK,1500,3.0,2.0,70.0,3.0,1500.0,4666.666666666667,500.0
Built-up  Area,Ready To Move,Tata Nagar,3 BHK,1504,3.0,2.0,67.0,3.0,1504.0,4454.787234042553,501.3333333333333
Super built-up  Area,18-May,Tavarekere,3 BHK,1250,3.0,2.0,40.0,3.0,1250.0,3200.0,416.6666666666667
Plot  Area,Ready To Move,Tavarekere,4 Bedroom,2700,3.0,2.0,90.0,4.0,2700.0,3333.3333333333335,675.0
Built-up  Area,Ready To Move,Teachers Colony,4 BHK,3000,4.0,2.0,240.0,4.0,3000.0,8000.0,750.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,1425,2.0,2.0,75.0,3.0,1425.0,5263.1578947368425,475.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,1550,3.0,1.0,59.0,3.0,1550.0,3806.451612903226,516.6666666666666
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,1410,2.0,1.0,54.0,3.0,1410.0,3829.7872340425533,470.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,1410,2.0,1.0,54.0,3.0,1410.0,3829.7872340425533,470.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,1 BHK,720,1.0,2.0,28.0,1.0,720.0,3888.8888888888887,720.0
Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,1200,1.0,1.0,54.0,2.0,1200.0,4500.0,600.0
Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,1200,2.0,1.0,54.0,2.0,1200.0,4500.0,600.0
Super built-up  Area,17-Aug,Thanisandra,2 BHK,1296,2.0,3.0,80.0,2.0,1296.0,6172.83950617284,648.0
Super built-up  Area,18-Dec,Thanisandra,3 BHK,1436,3.0,1.0,74.75,3.0,1436.0,5205.431754874652,478.6666666666667
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2144,3.0,2.0,145.0,3.0,2144.0,6763.059701492537,714.6666666666666
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1075,2.0,2.0,45.8,2.0,1075.0,4260.46511627907,537.5
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1296,2.0,2.0,83.0,2.0,1296.0,6404.320987654321,648.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1825,3.0,2.0,100.0,3.0,1825.0,5479.45205479452,608.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2144,3.0,2.0,135.0,3.0,2144.0,6296.641791044776,714.6666666666666
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1240,2.0,1.0,62.0,3.0,1240.0,5000.0,413.3333333333333
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1093,2.0,2.0,70.0,2.0,1093.0,6404.391582799634,546.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1265,2.0,1.0,79.0,3.0,1265.0,6245.059288537549,421.6666666666667
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1651,3.0,3.0,97.38,3.0,1651.0,5898.24348879467,550.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1265,2.0,2.0,85.0,2.0,1265.0,6719.367588932806,632.5
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,620 - 933,2.0,2.0,48.145,1.0,776.5,6200.257566001288,776.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1564,3.0,1.0,101.0,3.0,1564.0,6457.800511508952,521.3333333333334
Super built-up  Area,21-Dec,Thanisandra,2 BHK,1183,2.0,1.0,58.56,2.0,1183.0,4950.126796280642,591.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1847,3.0,2.0,123.0,3.0,1847.0,6659.447753113156,615.6666666666666
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1800,3.0,3.0,90.0,3.0,1800.0,5000.0,600.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1697,3.0,2.0,114.0,3.0,1697.0,6717.737183264585,565.6666666666666
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1050,2.0,2.0,45.0,2.0,1050.0,4285.714285714285,525.0
Built-up  Area,Ready To Move,Thanisandra,6 Bedroom,3500,5.0,0.0,160.0,6.0,3500.0,4571.428571428572,583.3333333333334
Super built-up  Area,17-Jul,Thanisandra,3 BHK,1573,3.0,2.0,95.0,3.0,1573.0,6039.4151303242215,524.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1917,3.0,3.0,122.0,3.0,1917.0,6364.110589462703,639.0
Super built-up  Area,21-Dec,Thanisandra,1 BHK,693,1.0,1.0,34.3,1.0,693.0,4949.494949494949,693.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1098,2.0,1.0,68.0,2.0,1098.0,6193.078324225865,549.0
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,760,1.0,2.0,50.3,1.0,760.0,6618.421052631579,760.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1111,2.0,1.0,50.0,2.0,1111.0,4500.450045004501,555.5
Super built-up  Area,18-Nov,Thanisandra,2 BHK,934 - 1437,2.0,0.0,58.68,2.0,1185.5,4949.810206663855,592.75
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2002,3.0,2.0,112.0,3.0,2002.0,5594.4055944055945,667.3333333333334
Super built-up  Area,19-Nov,Thanisandra,3 BHK,1634,3.0,3.0,78.0,3.0,1634.0,4773.561811505508,544.6666666666666
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2000,3.0,2.0,99.0,3.0,2000.0,4950.0,666.6666666666666
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1050,2.0,2.0,46.0,2.0,1050.0,4380.952380952381,525.0
Super built-up  Area,18-Nov,Thanisandra,3 BHK,1588,3.0,1.0,75.55,3.0,1588.0,4757.556675062972,529.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1697,3.0,2.0,115.0,3.0,1697.0,6776.664702416028,565.6666666666666
Plot  Area,Ready To Move,Thanisandra,1 Bedroom,1380,1.0,1.0,62.1,1.0,1380.0,4500.0,1380.0
Super built-up  Area,19-Mar,Thanisandra,1 BHK,923,1.0,1.0,60.84,1.0,923.0,6591.549295774648,923.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1743,3.0,2.0,93.25,3.0,1743.0,5349.971313826735,581.0
Built-up  Area,21-Dec,Thanisandra,1 BHK,923,1.0,1.0,45.69,1.0,923.0,4950.162513542795,923.0
Super built-up  Area,20-Dec,Thanisandra,2 BHK,1183,2.0,1.0,59.74,2.0,1183.0,5049.873203719358,591.5
Super built-up  Area,18-Feb,Thanisandra,2 BHK,1296,2.0,2.0,72.0,2.0,1296.0,5555.555555555556,648.0
Super built-up  Area,18-May,Thanisandra,2 BHK,1020,2.0,1.0,44.5,2.0,1020.0,4362.745098039216,510.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1698,3.0,2.0,102.0,3.0,1698.0,6007.067137809187,566.0
Super built-up  Area,19-Mar,Thanisandra,3 BHK,1411,3.0,1.0,93.04,3.0,1411.0,6593.905031892275,470.3333333333333
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1996,3.0,2.0,135.0,3.0,1996.0,6763.527054108216,665.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1801,3.0,1.0,115.0,3.0,1801.0,6385.341476957246,600.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1265,2.0,2.0,82.0,2.0,1265.0,6482.213438735178,632.5
Built-up  Area,Ready To Move,Thanisandra,2 BHK,1100,2.0,1.0,48.0,2.0,1100.0,4363.636363636364,550.0
Super built-up  Area,18-Apr,Thanisandra,3 BHK,1917,4.0,2.0,113.0,3.0,1917.0,5894.627021387585,639.0
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,662,1.0,1.0,42.0,1.0,662.0,6344.410876132931,662.0
Built-up  Area,Ready To Move,Thanisandra,4 Bedroom,2100,4.0,1.0,95.0,4.0,2100.0,4523.809523809524,525.0
Super built-up  Area,18-May,Thanisandra,3 BHK,1948,3.0,2.0,130.0,3.0,1948.0,6673.511293634497,649.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1922,3.0,3.0,106.0,3.0,1922.0,5515.088449531738,640.6666666666666
Super built-up  Area,17-Oct,Thanisandra,2 BHK,1098,2.0,1.0,74.0,2.0,1098.0,6739.526411657559,549.0
Super built-up  Area,21-Dec,Thanisandra,2 BHK,1437,2.0,1.0,71.13,2.0,1437.0,4949.895615866389,718.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1564,3.0,1.0,104.0,3.0,1564.0,6649.616368286445,521.3333333333334
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1241,2.0,1.0,61.0,3.0,1241.0,4915.390813859791,413.6666666666667
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1200,2.0,1.0,65.0,3.0,1200.0,5416.666666666667,400.0
Super built-up  Area,21-Dec,Thanisandra,3 BHK,1732,3.0,1.0,85.73,3.0,1732.0,4949.769053117783,577.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1917,4.0,2.0,100.0,3.0,1917.0,5216.484089723526,639.0
Super built-up  Area,18-Apr,Thanisandra,2 BHK,1250,1.0,1.0,54.0,2.0,1250.0,4320.0,625.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2127,3.0,2.0,135.0,3.0,2127.0,6346.967559943582,709.0
Super built-up  Area,18-Nov,Thanisandra,3 BHK,1349 - 3324,3.0,0.0,115.89,3.0,2336.5,4959.982880376631,778.8333333333334
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1276,2.0,2.0,75.0,2.0,1276.0,5877.742946708464,638.0
Built-up  Area,21-Dec,Thanisandra,1 BHK,693,1.0,1.0,34.3,1.0,693.0,4949.494949494949,693.0
Super built-up  Area,19-Dec,Thanisandra,4 BHK,2259,5.0,2.0,135.0,4.0,2259.0,5976.095617529881,564.75
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1265,2.0,1.0,78.0,2.0,1265.0,6166.00790513834,632.5
Super built-up  Area,21-Nov,Thanisandra,3 BHK,1732,3.0,3.0,85.73,3.0,1732.0,4949.769053117783,577.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,934,2.0,2.0,55.0,2.0,934.0,5888.650963597431,467.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1056,2.0,2.0,68.0,2.0,1056.0,6439.393939393939,528.0
Built-up  Area,18-Aug,Thanisandra,3 BHK,1595,3.0,1.0,110.0,3.0,1595.0,6896.551724137931,531.6666666666666
Super built-up  Area,19-Mar,Thanisandra,3 BHK,1411,3.0,1.0,93.15,3.0,1411.0,6601.700921332388,470.3333333333333
Super built-up  Area,18-Feb,Thanisandra,2 BHK,1093,2.0,1.0,68.1,2.0,1093.0,6230.558096980786,546.5
Super built-up  Area,18-May,Thanisandra,3 BHK,1370,2.0,1.0,61.0,3.0,1370.0,4452.554744525547,456.6666666666667
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1093,2.0,2.0,72.0,2.0,1093.0,6587.374199451052,546.5
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1200,2.0,1.0,53.5,2.0,1200.0,4458.333333333333,600.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1698,3.0,2.0,107.0,3.0,1698.0,6301.531213191991,566.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1564,3.0,1.0,105.0,3.0,1564.0,6713.5549872122765,521.3333333333334
Super built-up  Area,18-Apr,Thanisandra,2 BHK,1265,2.0,1.0,83.0,2.0,1265.0,6561.264822134387,632.5
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,763 - 805,1.0,0.0,35.285,1.0,784.0,4500.6377551020405,784.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,965,2.0,1.0,56.0,2.0,965.0,5803.108808290155,482.5
Super built-up  Area,19-Dec,Thanisandra,3 BHK,1546,3.0,1.0,95.0,3.0,1546.0,6144.890038809832,515.3333333333334
Super built-up  Area,18-Nov,Thanisandra,1 BHK,620 - 934,1.0,0.0,38.535,1.0,777.0,4959.459459459459,777.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1697,3.0,2.0,110.0,3.0,1697.0,6482.027106658809,565.6666666666666
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1492,3.0,1.0,88.0,3.0,1492.0,5898.123324396783,497.3333333333333
Built-up  Area,Ready To Move,Thanisandra,3 BHK,2072,3.0,2.0,122.0,3.0,2072.0,5888.030888030888,690.6666666666666
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1880,3.0,3.0,120.0,3.0,1880.0,6382.978723404255,626.6666666666666
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,760,1.0,2.0,50.0,1.0,760.0,6578.9473684210525,760.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1200,2.0,3.0,60.0,2.0,1200.0,5000.0,600.0
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,933,2.0,1.0,58.0,1.0,933.0,6216.505894962486,933.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1917,3.0,2.0,110.0,3.0,1917.0,5738.132498695879,639.0
Super built-up  Area,19-May,Thanisandra,3 BHK,1996,4.0,1.0,123.0,3.0,1996.0,6162.324649298597,665.3333333333334
Super built-up  Area,19-Mar,Thanisandra,2 BHK,1183,2.0,1.0,77.25,2.0,1183.0,6530.0084530853765,591.5
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1491,3.0,1.0,88.0,3.0,1491.0,5902.079141515761,497.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1881,3.0,2.0,95.0,3.0,1881.0,5050.50505050505,627.0
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,662,1.0,1.0,29.0,1.0,662.0,4380.664652567976,662.0
Super built-up  Area,21-Nov,Thanisandra,2 BHK,1183,2.0,2.0,58.56,2.0,1183.0,4950.126796280642,591.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1564,3.0,2.0,100.0,3.0,1564.0,6393.861892583121,521.3333333333334
Built-up  Area,Ready To Move,Thanisandra,1 BHK,662,1.0,0.0,45.0,1.0,662.0,6797.583081570997,662.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1573,3.0,2.0,98.0,3.0,1573.0,6230.1335028607755,524.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1262,2.0,1.0,83.0,3.0,1262.0,6576.862123613312,420.6666666666667
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1056,2.0,2.0,65.0,2.0,1056.0,6155.30303030303,528.0
Super built-up  Area,18-Nov,Thanisandra,2 BHK,1079 - 1183,2.0,0.0,55.975,2.0,1131.0,4949.160035366932,565.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1702,3.0,2.0,115.0,3.0,1702.0,6756.756756756757,567.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1343,2.0,2.0,75.0,2.0,1343.0,5584.512285927029,671.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1935,4.0,2.0,122.0,3.0,1935.0,6304.909560723514,645.0
Super built-up  Area,18-Feb,Thanisandra,2 BHK,933,2.0,1.0,55.0,2.0,933.0,5894.962486602358,466.5
Super built-up  Area,19-Mar,Thanisandra,2 BHK,1183,2.0,1.0,77.3,2.0,1183.0,6534.234995773458,591.5
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,662,1.0,0.0,38.0,1.0,662.0,5740.181268882176,662.0
Super built-up  Area,18-Jan,Thanisandra,2 BHK,1265,2.0,1.0,72.0,2.0,1265.0,5691.699604743083,632.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1595,3.0,1.0,105.0,3.0,1595.0,6583.0721003134795,531.6666666666666
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1241,2.0,1.0,65.0,3.0,1241.0,5237.711522965351,413.6666666666667
Super built-up  Area,18-May,Thanisandra,1 BHK,580,1.0,1.0,27.5,1.0,580.0,4741.379310344828,580.0
Super built-up  Area,17-Jan,Thanisandra,3 BHK,2087,4.0,2.0,139.0,3.0,2087.0,6660.277910876856,695.6666666666666
Super built-up  Area,21-Dec,Thanisandra,2 BHK,1340,2.0,1.0,66.33,2.0,1340.0,4950.0,670.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1098,2.0,1.0,71.0,2.0,1098.0,6466.302367941712,549.0
Super built-up  Area,18-Dec,Thanisandra,3 BHK,1411,3.0,1.0,93.25,3.0,1411.0,6608.788093550674,470.3333333333333
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1262,2.0,1.0,65.0,3.0,1262.0,5150.5546751188585,420.6666666666667
Built-up  Area,Ready To Move,Thanisandra,2 BHK,1234,2.0,2.0,51.0,2.0,1234.0,4132.90113452188,617.0
Super built-up  Area,18-Dec,Thanisandra,3 BHK,1732,3.0,1.0,112.0,3.0,1732.0,6466.512702078522,577.3333333333334
Super built-up  Area,18-May,Thanisandra,1 BHK,933,1.0,1.0,61.0,1.0,933.0,6538.049303322615,933.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1702,3.0,2.0,107.0,3.0,1702.0,6286.721504112808,567.3333333333334
Super built-up  Area,19-Dec,Thanisandra,1 BHK,684 - 810,1.0,0.0,34.355,1.0,747.0,4599.062918340026,747.0
Super built-up  Area,19-May,Thanisandra,3 BHK,2030,4.0,1.0,125.0,3.0,2030.0,6157.635467980295,676.6666666666666
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1140,2.0,1.0,59.0,2.0,1140.0,5175.438596491228,570.0
Built-up  Area,Ready To Move,Thanisandra,4 BHK,1948,4.0,2.0,129.0,4.0,1948.0,6622.17659137577,487.0
Built-up  Area,18-Apr,Thanisandra,3 BHK,1573,3.0,1.0,90.0,3.0,1573.0,5721.551176096631,524.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1056,2.0,2.0,70.0,2.0,1056.0,6628.787878787879,528.0
Super built-up  Area,18-May,Thanisandra,3 BHK,1595,3.0,2.0,96.0,3.0,1595.0,6018.808777429467,531.6666666666666
Super built-up  Area,21-Dec,Thanisandra,3 BHK,1732,3.0,1.0,85.73,3.0,1732.0,4949.769053117783,577.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1226,2.0,1.0,65.0,2.0,1226.0,5301.794453507341,613.0
Super built-up  Area,19-Mar,Thanisandra,2 BHK,1245,2.0,1.0,83.05,2.0,1245.0,6670.682730923695,622.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1261,2.0,1.0,80.0,3.0,1261.0,6344.171292624901,420.3333333333333
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1884,4.0,2.0,117.0,3.0,1884.0,6210.1910828025475,628.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,965,2.0,1.0,54.0,2.0,965.0,5595.854922279793,482.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1930,4.0,2.0,122.0,3.0,1930.0,6321.243523316062,643.3333333333334
Super built-up  Area,18-Nov,Thanisandra,1 BHK,620 - 934,1.0,0.0,38.46,1.0,777.0,4949.80694980695,777.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1241,2.0,1.0,68.0,3.0,1241.0,5479.45205479452,413.6666666666667
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1930,4.0,2.0,120.0,3.0,1930.0,6217.616580310881,643.3333333333334
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,760,1.0,2.0,50.4,1.0,760.0,6631.578947368421,760.0
Super built-up  Area,21-Dec,Thanisandra,1 BHK,663,1.0,0.0,32.82,1.0,663.0,4950.226244343891,663.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1801,3.0,2.0,115.0,3.0,1801.0,6385.341476957246,600.3333333333334
Built-up  Area,17-Dec,Thanisandra,4 Bedroom,3671,4.0,1.0,220.0,4.0,3671.0,5992.917461182239,917.75
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1110,2.0,2.0,46.5,2.0,1110.0,4189.189189189189,555.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1305,2.0,2.0,90.0,2.0,1305.0,6896.551724137931,652.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1965,4.0,2.0,125.0,3.0,1965.0,6361.323155216285,655.0
Super built-up  Area,17-Dec,Thanisandra,3 BHK,1573,3.0,2.0,100.0,3.0,1573.0,6357.279084551812,524.3333333333334
Super built-up  Area,18-Nov,Thanisandra,3 BHK,1437 - 1629,3.0,0.0,75.885,3.0,1533.0,4950.097847358122,511.0
Super built-up  Area,21-Dec,Thanisandra,4 BHK,2259,3.0,2.0,112.0,4.0,2259.0,4957.9459938025675,564.75
Built-up  Area,18-Mar,Thanisandra,4 BHK,1917,4.0,2.0,130.0,4.0,1917.0,6781.429316640584,479.25
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1226,2.0,1.0,65.59,2.0,1226.0,5349.918433931484,613.0
Built-up  Area,Ready To Move,"Thanisandra Main Road, ",3 BHK,2357,3.0,2.0,151.0,3.0,2357.0,6406.448875689436,785.6666666666666
Built-up  Area,Ready To Move,"Thanisandra Main Road, ",4 BHK,2872,4.0,3.0,183.0,4.0,2872.0,6371.866295264624,718.0
Super built-up  Area,19-Dec,Thanisandra main road,3 BHK,3144,3.0,1.0,455.0,3.0,3144.0,14472.010178117049,1048.0
Super built-up  Area,19-Dec,Thanisandra main road,4 BHK,4110,4.0,2.0,590.0,4.0,4110.0,14355.231143552312,1027.5
Super built-up  Area,19-Dec,Thanisandra main road,4 BHK,4209,4.0,2.0,602.0,4.0,4209.0,14302.684723212164,1052.25
